transaction_number,transaction_date,transaction_type,transaction_description,debit_amount,credit_amount,balance,category,location_city,location_country,amount,direction
6248,2015-11-26,CPT,SBY  SWANSEA UPL C,50.0,,7737.35,Other Shopping,Swansea,UK,50.0,debit
6249,2015-11-26,BP,SAVE THE CHANGE,0.52,,7787.35,Savings,Swansea,UK,0.52,debit
6250,2015-11-25,DEB,Amazon UK Marketpl,22.54,,7787.87,Amazon,Swansea,UK,22.54,debit
6251,2015-11-25,DEB,Amazon UK Marketpl,1.94,,7810.41,Amazon,Swansea,UK,1.94,debit
6252,2015-11-25,CPT,LOYD WALES UNIV SW,50.0,,7812.35,Cash,Swansea,UK,50.0,debit
6253,2015-11-25,BP,SAVE THE CHANGE,2.71,,7862.35,Savings,Swansea,UK,2.71,debit
6254,2015-11-24,DEB,Amazon UK Retail,7.99,,7865.06,Amazon,Swansea,UK,7.99,debit
6255,2015-11-24,DEB,Amazon UK Marketpl,7.39,,7873.05,Amazon,Swansea,UK,7.39,debit
6256,2015-11-24,DEB,Amazon UK Marketpl,6.59,,7880.44,Amazon,Swansea,UK,6.59,debit
6257,2015-11-24,DEB,Amazon UK Marketpl,2.25,,7887.03,Amazon,Swansea,UK,2.25,debit
6258,2015-11-24,DEB,Amazon UK Marketpl,1.07,,7889.28,Amazon,Swansea,UK,1.07,debit
6259,2015-11-24,BP,SAVE THE CHANGE,2.31,,7890.35,Savings,Swansea,UK,2.31,debit
6260,2015-11-23,DEB,Amazon UK Retail,16.11,,7892.66,Amazon,Swansea,UK,16.11,debit
6261,2015-11-23,DEB,Amazon UK Retail,7.49,,7908.77,Amazon,Swansea,UK,7.49,debit
6262,2015-11-23,DEB,Amazon UK Marketpl,30.27,,7916.26,Amazon,Swansea,UK,30.27,debit
6263,2015-11-23,DEB,Amazon UK Marketpl,6.89,,7946.53,Amazon,Swansea,UK,6.89,debit
6264,2015-11-23,DEB,Amazon UK Marketpl,2.93,,7953.42,Amazon,Swansea,UK,2.93,debit
6265,2015-11-23,DD,VIRGIN MEDIA PYMTS,37.78,,7956.35,Bills,Nottingham,UK,37.78,debit
6266,2015-11-20,BP,SAVE THE CHANGE,0.9,,7994.13,Savings,Swansea,UK,0.9,debit
6267,2015-11-19,DEB,GWR STOKE GIFF SST,26.1,,7995.03,Travel,Bristol,Unknown,26.1,debit
6268,2015-11-19,BP,SAVE THE CHANGE,1.7,,8021.13,Savings,Swansea,UK,1.7,debit
6269,2015-11-18,DEB,IZ *Friska Ltd,5.25,,8022.83,Dine Out,Bristol,UK,5.25,debit
6270,2015-11-18,DEB,PREMIER INN4401262,109.05,,8028.08,Hotels,Unknown,Unknown,109.05,debit
6271,2015-11-18,DEB,CLKBANK*COM_REFUND,,39.62,8137.13,Supplementary Income,Swansea,UK,39.62,credit
6272,2015-11-17,CPT,LNK UNION STREET,20.0,,8097.51,Cash,Unknown,Unknown,20.0,debit
6273,2015-11-17,BP,SAVE THE CHANGE,2.95,,8117.51,Savings,Swansea,UK,2.95,debit
6274,2015-11-16,DEB,Amazon UK Marketpl,13.64,,8120.46,Amazon,Swansea,UK,13.64,debit
6275,2015-11-16,DEB,Amazon UK Retail,4.72,,8134.1,Amazon,Swansea,UK,4.72,debit
6276,2015-11-16,DEB,Amazon UK Marketpl,2.02,,8138.82,Amazon,Swansea,UK,2.02,debit
6277,2015-11-16,DEB,Amazon UK Marketpl,0.82,,8140.84,Amazon,Swansea,UK,0.82,debit
6278,2015-11-16,DEB,Amazon UK Retail,27.46,,8141.66,Amazon,Swansea,UK,27.46,debit
6279,2015-11-16,DEB,Amazon UK Marketpl,3.39,,8169.12,Amazon,Swansea,UK,3.39,debit
6280,2015-11-16,DD,O2,19.02,,8172.51,Other Shopping,Swansea,UK,19.02,debit
6281,2015-11-13,BP,SAVE THE CHANGE,0.85,,8191.53,Savings,Swansea,UK,0.85,debit
6282,2015-12-11,DEB,Amazon UK Marketpl,11.95,,8192.38,Amazon,Swansea,UK,11.95,debit
6283,2015-12-11,DEB,Amazon UK Retail,5.2,,8204.33,Amazon,Swansea,UK,5.2,debit
6284,2015-12-11,BP,SAVE THE CHANGE,0.61,,8209.53,Savings,Swansea,UK,0.61,debit
6285,2015-11-11,DEB,Amazon UK Retail,8.39,,8210.14,Amazon,Swansea,UK,8.39,debit
6286,2015-11-11,BP,SAVE THE CHANGE,0.62,,8218.53,Savings,Swansea,UK,0.62,debit
6287,2015-10-11,DEB,Amazon UK Retail,35.38,,8219.15,Amazon,Swansea,UK,35.38,debit
6288,2015-10-11,BP,SAVE THE CHANGE,0.04,,8254.53,Savings,Swansea,UK,0.04,debit
6289,2015-09-11,DEB,Amazon UK Marketpl,20.97,,8254.57,Amazon,Swansea,UK,20.97,debit
6290,2015-09-11,DEB,Amazon UK Marketpl,4.99,,8275.54,Amazon,Swansea,UK,4.99,debit
6291,2015-09-11,DD,LV LIFE,37.12,,8280.53,Insurance,Swansea,UK,37.12,debit
6292,2015-09-11,BP,SAVE THE CHANGE,0.99,,8317.65,Savings,Swansea,UK,0.99,debit
6293,2015-06-11,DEB,Amazon UK Marketpl,4.01,,8318.64,Amazon,Swansea,UK,4.01,debit
6294,2015-06-11,BP,SAVE THE CHANGE,0.72,,8322.65,Savings,Swansea,UK,0.72,debit
6295,2015-05-11,DEB,Amazon UK Marketpl,12.99,,8323.37,Amazon,Swansea,UK,12.99,debit
6296,2015-05-11,DEB,Amazon UK Retail,9.29,,8336.36,Amazon,Swansea,UK,9.29,debit
6297,2015-05-11,BP,SAVE THE CHANGE,1.32,,8345.65,Savings,Swansea,UK,1.32,debit
6298,2015-04-11,DEB,Amazon UK Marketpl,9.59,,8346.97,Amazon,Swansea,UK,9.59,debit
6299,2015-04-11,DEB,Amazon UK Marketpl,4.09,,8356.56,Amazon,Swansea,UK,4.09,debit
6300,2015-04-11,BP,SAVE THE CHANGE,1.38,,8360.65,Savings,Swansea,UK,1.38,debit
6301,2015-03-11,DEB,Amazon UK Marketpl,57.47,,8362.03,Amazon,Swansea,UK,57.47,debit
6302,2015-03-11,DEB,Amazon UK Retail,12.39,,8419.5,Amazon,Swansea,UK,12.39,debit
6303,2015-03-11,DD,ASSURANT INTER LTD,35.56,,8431.89,Insurance,Swansea,UK,35.56,debit
6304,2015-03-11,DEB,NON-STG PURCH FEE,1.0,,8467.45,Others,Swansea,UK,1.0,debit
6305,2015-03-11,DEB,NON-STG TRANS FEE,27.2,,8468.45,Others,Swansea,UK,27.2,debit
6306,2015-03-11,DEB,HILTON HOTELS PALM,909.76,,8495.65,Hotels,Unknown,Unknown,909.76,debit
6307,2015-03-11,BP,SAVE THE CHANGE,0.46,,9405.41,Savings,Swansea,UK,0.46,debit
6308,2015-02-11,FEE,ACCOUNT FEE,9.95,,9405.87,Bills,Swansea,UK,9.95,debit
6309,2015-02-11,Unknown,INTEREST (NET),,5.23,9415.82,Interest,Swansea,UK,5.23,credit
6310,2015-02-11,DEB,Amazon UK Marketpl,1.59,,9410.59,Amazon,Swansea,UK,1.59,debit
6311,2015-02-11,DEB,Amazon UK Marketpl,3.95,,9412.18,Amazon,Swansea,UK,3.95,debit
6312,2015-02-11,DD,NATWEST BANK,748.13,,9416.13,Mortgage,Swansea,UK,748.13,debit
6313,2015-02-11,DD,GOOD ENERGY GAS,43.0,,10164.26,Bills,Swansea,UK,43.0,debit
6314,2015-02-11,DD,DWR CYMRU W WATER,14.5,,10207.26,Bills,Swansea,UK,14.5,debit
6315,2015-02-11,DD,GOOD ENERGY LTD,13.0,,10221.76,Bills,Swansea,UK,13.0,debit
6316,2015-02-11,DD,TV LICENCE MBP,12.12,,10234.76,Bills,Swansea,UK,12.12,debit
6317,2015-02-11,SO,ESAVINGS ACCOUNT,300.0,,10246.88,Savings,Swansea,UK,300.0,debit
6318,2015-02-11,BP,SAVE THE CHANGE,1.14,,10546.88,Savings,Swansea,UK,1.14,debit
6319,2015-10-30,DD,UNIV & COL UNION,22.37,,10548.02,Services,Swansea,UK,22.37,debit
6320,2015-10-30,DEB,NON-STG CASH FEE,2.0,,10570.39,Others,Swansea,UK,2.0,debit
6321,2015-10-30,DEB,NON-STG TRANS FEE,3.91,,10572.39,Others,Swansea,UK,3.91,debit
6322,2015-10-30,DEB,17 E MONROE ST LBB,130.94,,10576.3,Services,Swansea,UK,130.94,debit
6323,2015-10-30,DEB,NON-STG PURCH FEE,1.0,,10707.24,Others,Swansea,UK,1.0,debit
6324,2015-10-30,DEB,NON-STG TRANS FEE,0.74,,10708.24,Others,Swansea,UK,0.74,debit
6325,2015-10-30,DEB,FEELINGS GIFT SHOP,25.03,,10708.98,Other Shopping,Unknown,Unknown,25.03,debit
6326,2015-10-30,DEB,NON-STG PURCH FEE,1.0,,10734.01,Others,Swansea,UK,1.0,debit
6327,2015-10-30,DEB,NON-STG TRANS FEE,0.32,,10735.01,Others,Swansea,UK,0.32,debit
6328,2015-10-30,DEB,FRESHII - 653,10.83,,10735.33,Dine Out,Unknown,Unknown,10.83,debit
6329,2015-10-30,BP,SAVE THE CHANGE,0.18,,10746.16,Savings,Swansea,UK,0.18,debit
6330,2015-10-30,BGC,SWANSEA UNIVERSITY,,3064.27,10746.34,Supplementary Income,Swansea,UK,3064.27,credit
6331,2015-10-29,DEB,NON-STG PURCH FEE,1.0,,7682.07,Others,Swansea,UK,1.0,debit
6332,2015-10-29,DEB,NON-STG TRANS FEE,3.1,,7683.07,Others,Swansea,UK,3.1,debit
6333,2015-10-29,DEB,SKECHERS-USA #229,103.82,,7686.17,Other Shopping,Unknown,Unknown,103.82,debit
6334,2015-10-29,BP,SAVE THE CHANGE,0.35,,7789.99,Savings,Swansea,UK,0.35,debit
6335,2015-10-28,DEB,NON-STG PURCH FEE,1.0,,7790.34,Others,Swansea,UK,1.0,debit
6336,2015-10-28,DEB,NON-STG TRANS FEE,0.88,,7791.34,Others,Swansea,UK,0.88,debit
6337,2015-10-28,DEB,ITALIAN VILLAGE,29.65,,7792.22,Dine Out,Unknown,Unknown,29.65,debit
6338,2015-10-28,BP,SAVE THE CHANGE,0.01,,7821.87,Savings,Swansea,UK,0.01,debit
6339,2015-10-27,DEB,CITY FLOWERS,9.99,,7821.88,Other Shopping,Nottingham,UK,9.99,debit
6340,2015-10-27,BP,SAVE THE CHANGE,0.26,,7831.87,Savings,Swansea,UK,0.26,debit
6341,2015-10-26,DEB,NON-STG PURCH FEE,1.0,,7832.13,Others,Swansea,UK,1.0,debit
6342,2015-10-26,DEB,NON-STG TRANS FEE,4.5,,7833.13,Others,Swansea,UK,4.5,debit
6343,2015-10-26,DEB,HILTON HOTELS PALM,150.74,,7837.63,Hotels,Unknown,Unknown,150.74,debit
6344,2015-10-26,BP,SAVE THE CHANGE,0.6,,7988.37,Savings,Swansea,UK,0.6,debit
6345,2015-10-23,DEB,SUSU TRADING LTD,59.4,,7988.97,Home Improvement,Swansea,UK,59.4,debit
6346,2015-10-22,CPT,LNK FULTON HOUSE,142.86,,8048.37,Cash,Swansea,UK,142.86,debit
6347,2015-10-22,CPT,LOYD WALES UNIV SW,150.0,,8191.23,Cash,Swansea,UK,150.0,debit
6348,2015-10-22,BP,SAVE THE CHANGE,0.95,,8341.23,Savings,Swansea,UK,0.95,debit
6349,2015-10-21,DEB,Amazon UK Marketpl,5.05,,8342.18,Amazon,Swansea,UK,5.05,debit
6350,2015-10-21,DD,VIRGIN MEDIA PYMTS,37.78,,8347.23,Bills,Nottingham,UK,37.78,debit
6351,2015-10-21,BP,SAVE THE CHANGE,0.05,,8385.01,Savings,Swansea,UK,0.05,debit
6352,2015-10-20,DEB,Amazon UK Marketpl,3.95,,8385.06,Amazon,Swansea,UK,3.95,debit
6353,2015-10-20,BP,SAVE THE CHANGE,0.33,,8389.01,Savings,Swansea,UK,0.33,debit
6354,2015-10-19,DEB,JS ONLINE GROCERY,242.7,,8389.34,Groceries,Swansea,UK,242.7,debit
6355,2015-10-19,DEB,Amazon UK Marketpl,6.97,,8632.04,Amazon,Swansea,UK,6.97,debit
6356,2015-10-19,DEB,JS ONLINE GROCERY,,4.4,8639.01,Supplementary Income,Swansea,UK,4.4,credit
6357,2015-10-16,CPT,LOYD WALES UNIV SW,50.0,,8634.61,Cash,Swansea,UK,50.0,debit
6358,2015-10-16,DD,O2,32.55,,8684.61,Other Shopping,Swansea,UK,32.55,debit
6359,2015-10-16,BP,SAVE THE CHANGE,0.05,,8717.16,Savings,Swansea,UK,0.05,debit
6360,2015-10-15,DEB,Amazon UK Marketpl,24.95,,8717.21,Amazon,Swansea,UK,24.95,debit
6361,2015-10-15,BP,SAVE THE CHANGE,0.1,,8742.16,Savings,Swansea,UK,0.1,debit
6362,2015-10-14,DEB,Amazon UK Marketpl,9.9,,8742.26,Amazon,Swansea,UK,9.9,debit
6363,2015-10-14,BP,SAVE THE CHANGE,0.57,,8752.16,Savings,Swansea,UK,0.57,debit
6364,2015-10-13,DEB,Amazon UK Marketpl,11.95,,8752.73,Amazon,Swansea,UK,11.95,debit
6365,2015-10-13,DEB,Amazon UK Marketpl,4.48,,8764.68,Amazon,Swansea,UK,4.48,debit
6366,2015-10-13,BP,SAVE THE CHANGE,0.32,,8769.16,Savings,Swansea,UK,0.32,debit
6367,2015-12-10,DEB,CLKBANK*COM_YS2DQ7,16.68,,8769.48,Uncategorized,Unknown,Unknown,16.68,debit
6368,2015-12-10,BP,SAVE THE CHANGE,0.21,,8786.16,Savings,Swansea,UK,0.21,debit
6369,2015-09-10,DEB,Amazon UK Marketpl,6.79,,8786.37,Amazon,Swansea,UK,6.79,debit
6370,2015-09-10,DD,LV LIFE,37.12,,8793.16,Insurance,Swansea,UK,37.12,debit
6371,2015-09-10,BP,SAVE THE CHANGE,0.63,,8830.28,Savings,Swansea,UK,0.63,debit
6372,2015-08-10,DEB,Amazon Svcs Europe,17.4,,8830.91,Amazon,Unknown,Unknown,17.4,debit
6373,2015-08-10,DEB,Amazon UK Retail,8.97,,8848.31,Amazon,Swansea,UK,8.97,debit
6374,2015-08-10,BP,SAVE THE CHANGE,0.32,,8857.28,Savings,Swansea,UK,0.32,debit
6375,2015-07-10,DEB,Amazon UK Marketpl,13.99,,8857.6,Amazon,Swansea,UK,13.99,debit
6376,2015-07-10,DEB,Amazon UK Marketpl,4.69,,8871.59,Amazon,Swansea,UK,4.69,debit
6377,2015-07-10,CHQ,42,418.0,,8876.28,Cash,Swansea,UK,418.0,debit
6378,2015-07-10,BP,SAVE THE CHANGE,0.74,,9294.28,Savings,Swansea,UK,0.74,debit
6379,2015-06-10,DEB,ITUNES.COM/BILL,3.99,,9295.02,Bills,Swansea,UK,3.99,debit
6380,2015-06-10,DEB,Amazon UK Marketpl,1.27,,9299.01,Amazon,Swansea,UK,1.27,debit
6381,2015-06-10,BP,SAVE THE CHANGE,2.01,,9300.28,Savings,Swansea,UK,2.01,debit
6382,2015-05-10,DEB,Amazon UK Retail,12.99,,9302.29,Amazon,Swansea,UK,12.99,debit
6383,2015-05-10,DEB,Amazon UK Marketpl,7.98,,9315.28,Amazon,Swansea,UK,7.98,debit
6384,2015-05-10,DEB,Amazon UK Marketpl,7.66,,9323.26,Amazon,Swansea,UK,7.66,debit
6385,2015-05-10,DEB,Amazon UK Marketpl,6.95,,9330.92,Amazon,Swansea,UK,6.95,debit
6386,2015-05-10,DEB,Amazon UK Marketpl,6.95,,9337.87,Amazon,Swansea,UK,6.95,debit
6387,2015-05-10,DEB,Amazon UK Marketpl,6.23,,9344.82,Amazon,Swansea,UK,6.23,debit
6388,2015-05-10,DEB,Amazon UK Marketpl,5.88,,9351.05,Amazon,Swansea,UK,5.88,debit
6389,2015-05-10,DEB,Amazon UK Marketpl,4.35,,9356.93,Amazon,Swansea,UK,4.35,debit
6390,2015-05-10,DD,ASSURANT INTER LTD,35.56,,9361.28,Insurance,Swansea,UK,35.56,debit
6391,2015-05-10,BP,SAVE THE CHANGE,2.5,,9396.84,Savings,Swansea,UK,2.5,debit
6392,2015-02-10,DEB,NATIONAL WESTMINST,1030.0,,9399.34,Mortgage,Swansea,UK,1030.0,debit
6393,2015-02-10,DEB,Amazon UK Marketpl,17.16,,10429.34,Amazon,Swansea,UK,17.16,debit
6394,2015-02-10,DEB,Amazon UK Marketpl,11.1,,10446.5,Amazon,Swansea,UK,11.1,debit
6395,2015-02-10,DEB,Amazon UK Marketpl,3.24,,10457.6,Amazon,Swansea,UK,3.24,debit
6396,2015-02-10,CPT,LOYD WALES UNIV SW,50.0,,10460.84,Cash,Swansea,UK,50.0,debit
6397,2015-02-10,BP,SAVE THE CHANGE,0.52,,10510.84,Savings,Swansea,UK,0.52,debit
6398,2015-01-10,FEE,ACCOUNT FEE,9.95,,10511.36,Bills,Swansea,UK,9.95,debit
6399,2015-01-10,Unknown,INTEREST (NET),,4.9,10521.31,Interest,Swansea,UK,4.9,credit
6400,2015-01-10,DEB,Amazon UK Retail,17.49,,10516.41,Amazon,Swansea,UK,17.49,debit
6401,2015-01-10,DEB,Amazon UK Retail,14.99,,10533.9,Amazon,Swansea,UK,14.99,debit
6402,2015-01-10,DD,NATWEST BANK,748.13,,10548.89,Mortgage,Swansea,UK,748.13,debit
6403,2015-01-10,DD,CC SWANSEA C.TAX,122.0,,11297.02,Bills,Swansea,UK,122.0,debit
6404,2015-01-10,DD,GOOD ENERGY GAS,43.0,,11419.02,Bills,Swansea,UK,43.0,debit
6405,2015-01-10,DD,DWR CYMRU W WATER,14.5,,11462.02,Bills,Swansea,UK,14.5,debit
6406,2015-01-10,DD,GOOD ENERGY LTD,13.0,,11476.52,Bills,Swansea,UK,13.0,debit
6407,2015-01-10,DD,TV LICENCE MBP,12.12,,11489.52,Bills,Swansea,UK,12.12,debit
6408,2015-01-10,SO,ESAVINGS ACCOUNT,300.0,,11501.64,Savings,Swansea,UK,300.0,debit
6409,2015-01-10,BP,SAVE THE CHANGE,1.01,,11801.64,Savings,Swansea,UK,1.01,debit
6410,2015-09-30,DEB,Amazon UK Marketpl,5.04,,11802.65,Amazon,Swansea,UK,5.04,debit
6411,2015-09-30,DEB,Amazon UK Marketpl,4.95,,11807.69,Amazon,Swansea,UK,4.95,debit
6412,2015-09-30,DD,UNIV & COL UNION,22.37,,11812.64,Services,Swansea,UK,22.37,debit
6413,2015-09-30,BP,SAVE THE CHANGE,0.76,,11835.01,Savings,Swansea,UK,0.76,debit
6414,2015-09-30,BGC,SWANSEA UNIVERSITY,,3043.03,11835.77,Supplementary Income,Swansea,UK,3043.03,credit
6415,2015-09-29,DEB,UPLANDS CHIROPRACT,50.0,,8792.74,Health,Swansea,UK,50.0,debit
6416,2015-09-29,DEB,Amazon UK Marketpl,3.24,,8842.74,Amazon,Swansea,UK,3.24,debit
6417,2015-09-29,BP,SAVE THE CHANGE,1.89,,8845.98,Savings,Swansea,UK,1.89,debit
6418,2015-09-28,DEB,Amazon UK Retail,11.34,,8847.87,Amazon,Swansea,UK,11.34,debit
6419,2015-09-28,DEB,CLKBANK*COM_RGEHNH,39.62,,8859.21,Uncategorized,Unknown,Unknown,39.62,debit
6420,2015-09-28,DEB,Amazon Svcs Europe,2.15,,8898.83,Amazon,Swansea,UK,2.15,debit
6421,2015-09-25,CPT,LOYD WALES UNIV SW,50.0,,8900.98,Cash,Swansea,UK,50.0,debit
6422,2015-09-25,BGC,SWANSEA UNIVERSITY,,429.29,8950.98,Supplementary Income,Swansea,UK,429.29,credit
6423,2015-09-24,BP,SAVE THE CHANGE,0.16,,8521.69,Savings,Swansea,UK,0.16,debit
6424,2015-09-23,DEB,Amazon UK Marketpl,0.84,,8521.85,Amazon,Swansea,UK,0.84,debit
6425,2015-09-22,BP,SAVE THE CHANGE,3.73,,8522.69,Savings,Swansea,UK,3.73,debit
6426,2015-09-21,DEB,CYCLECHIC LTD,83.49,,8526.42,Other Shopping,Swansea,Unknown,83.49,debit
6427,2015-09-21,DEB,AMAZON MKTPLACE PM,15.01,,8609.91,Amazon,Swansea,UK,15.01,debit
6428,2015-09-21,DEB,Amazon UK Marketpl,8.0,,8624.92,Amazon,Swansea,UK,8.0,debit
6429,2015-09-21,DEB,Amazon UK Marketpl,12.96,,8632.92,Amazon,Swansea,UK,12.96,debit
6430,2015-09-21,DEB,Amazon Svcs Europe,39.11,,8645.88,Amazon,Swansea,UK,39.11,debit
6431,2015-09-21,DEB,Amazon UK Marketpl,3.11,,8684.99,Amazon,Swansea,UK,3.11,debit
6432,2015-09-21,DEB,Amazon UK Marketpl,1.59,,8688.1,Amazon,Swansea,UK,1.59,debit
6433,2015-09-21,DD,VIRGIN MEDIA PYMTS,35.45,,8689.69,Bills,Swansea,UK,35.45,debit
6434,2015-09-21,BP,SAVE THE CHANGE,0.51,,8725.14,Savings,Swansea,UK,0.51,debit
6435,2015-09-18,DEB,Amazon UK Retail,5.49,,8725.65,Amazon,Swansea,UK,5.49,debit
6436,2015-09-16,DEB,IBIS BRISTOL TEMPL,110.0,,8731.14,Hotels,Bristol,Unknown,110.0,debit
6437,2015-09-16,DD,O2,17.41,,8841.14,Other Shopping,Swansea,UK,17.41,debit
6438,2015-09-09,DD,LV LIFE,37.12,,8858.55,Insurance,Swansea,UK,37.12,debit
6439,2015-07-09,DEB,LIFELOADED LTD,,62.83,8895.67,Supplementary Income,Swansea,UK,62.83,credit
6440,2015-07-09,BP,SAVE THE CHANGE,0.45,,8832.84,Savings,Swansea,UK,0.45,debit
6441,2015-04-09,DEB,JS ONLINE GROCERY,152.56,,8833.29,Groceries,Swansea,UK,152.56,debit
6442,2015-04-09,DEB,Amazon UK Retail,5.99,,8985.85,Amazon,Swansea,UK,5.99,debit
6443,2015-04-09,DEB,FGW WEBSALES,94.0,,8991.84,Travel,Bristol,UK,94.0,debit
6444,2015-04-09,BP,SAVE THE CHANGE,0.01,,9085.84,Savings,Swansea,UK,0.01,debit
6445,2015-03-09,DEB,Amazon UK Marketpl,14.99,,9085.85,Amazon,Swansea,UK,14.99,debit
6446,2015-03-09,CHQ,41,375.0,,9100.84,Cash,Swansea,UK,375.0,debit
6447,2015-03-09,DD,ASSURANT INTER LTD,35.59,,9475.84,Insurance,Swansea,UK,35.59,debit
6448,2015-03-09,BP,SAVE THE CHANGE,2.31,,9511.43,Savings,Swansea,UK,2.31,debit
6449,2015-02-09,DEB,Amazon UK Marketpl,38.48,,9513.74,Amazon,Swansea,UK,38.48,debit
6450,2015-02-09,DEB,Amazon UK Retail,20.17,,9552.22,Amazon,Swansea,UK,20.17,debit
6451,2015-02-09,DEB,Amazon UK Marketpl,6.53,,9572.39,Amazon,Swansea,UK,6.53,debit
6452,2015-02-09,DEB,NON-STG PURCH FEE,1.0,,9578.92,Others,Swansea,UK,1.0,debit
6453,2015-02-09,DEB,NON-STG TRANS FEE,1.86,,9579.92,Others,Swansea,UK,1.86,debit
6454,2015-02-09,DEB,LIFELOADED LTD,62.51,,9581.78,Uncategorized,Swansea,UK,62.51,debit
6455,2015-02-09,BP,SAVE THE CHANGE,0.53,,9644.29,Savings,Swansea,UK,0.53,debit
6456,2015-01-09,FEE,ACCOUNT FEE,9.95,,9644.82,Bills,Swansea,UK,9.95,debit
6457,2015-01-09,Unknown,INTEREST (NET),,4.74,9654.77,Interest,Swansea,UK,4.74,credit
6458,2015-01-09,DEB,EASYJET   000EPK,497.96,,9650.03,Travel,Unknown,Unknown,497.96,debit
6459,2015-01-09,DEB,Amazon UK Marketpl,5.51,,10147.99,Amazon,Swansea,UK,5.51,debit
6460,2015-01-09,DD,NATWEST BANK,748.13,,10153.5,Mortgage,Swansea,UK,748.13,debit
6461,2015-01-09,DD,CC SWANSEA C.TAX,122.0,,10901.63,Bills,Swansea,UK,122.0,debit
6462,2015-01-09,DD,GOOD ENERGY GAS,43.0,,11023.63,Bills,Swansea,UK,43.0,debit
6463,2015-01-09,DD,DWR CYMRU W WATER,14.5,,11066.63,Bills,Swansea,UK,14.5,debit
6464,2015-01-09,DD,GOOD ENERGY LTD,13.0,,11081.13,Bills,Swansea,UK,13.0,debit
6465,2015-01-09,DD,TV LICENCE MBP,12.12,,11094.13,Bills,Swansea,UK,12.12,debit
6466,2015-01-09,SO,ESAVINGS ACCOUNT,300.0,,11106.25,Savings,Swansea,UK,300.0,debit
6467,2015-01-09,BP,SAVE THE CHANGE,1.61,,11406.25,Savings,Swansea,UK,1.61,debit
6468,2015-08-28,DEB,Amazon UK Marketpl,12.42,,11407.86,Amazon,Swansea,UK,12.42,debit
6469,2015-08-28,DEB,Amazon UK Retail,11.2,,11420.28,Amazon,Swansea,UK,11.2,debit
6470,2015-08-28,DEB,Amazon Svcs Europe,2.77,,11431.48,Amazon,Swansea,UK,2.77,debit
6471,2015-08-28,CPT,LOYD WALES UNIV SW,30.0,,11434.25,Cash,Swansea,UK,30.0,debit
6472,2015-08-28,DD,UNIV & COL UNION,22.37,,11464.25,Services,Swansea,UK,22.37,debit
6473,2015-08-28,BP,SAVE THE CHANGE,0.06,,11486.62,Savings,Swansea,UK,0.06,debit
6474,2015-08-28,BGC,SWANSEA UNIVERSITY,,3043.03,11486.68,Supplementary Income,Swansea,UK,3043.03,credit
6475,2015-08-27,DEB,Amazon UK Marketpl,16.99,,8443.65,Amazon,Swansea,UK,16.99,debit
6476,2015-08-27,DEB,Amazon Svcs Europe,2.95,,8460.64,Amazon,Swansea,UK,2.95,debit
6477,2015-08-26,CPT,LOYD WALES UNIV SW,30.0,,8463.59,Cash,Swansea,UK,30.0,debit
6478,2015-08-26,BP,SAVE THE CHANGE,0.44,,8493.59,Savings,Swansea,UK,0.44,debit
6479,2015-08-25,DEB,Amazon UK Marketpl,1.56,,8494.03,Amazon,Swansea,UK,1.56,debit
6480,2015-08-25,BP,SAVE THE CHANGE,0.4,,8495.59,Savings,Swansea,UK,0.4,debit
6481,2015-08-24,DEB,ARRIVA TRAINS WALE,17.6,,8495.99,Travel,Unknown,Unknown,17.6,debit
6482,2015-08-24,CPT,LOYD SWANSEA UNIVE,70.0,,8513.59,Cash,Swansea,UK,70.0,debit
6483,2015-08-24,BP,SAVE THE CHANGE,1.15,,8583.59,Savings,Swansea,UK,1.15,debit
6484,2015-08-24,FPO,ALAN HOLLAND,140.0,,8584.74,Services,Swansea,UK,140.0,debit
6485,2015-08-21,DEB,BIG SLEEP HOTEL,45.0,,8724.74,Hotels,Cardiff,UK,45.0,debit
6486,2015-08-21,DEB,ARRIVA TRAINS WALE,17.6,,8769.74,Travel,Unknown,Unknown,17.6,debit
6487,2015-08-21,DEB,Amazon Svcs Europe,5.25,,8787.34,Amazon,Swansea,UK,5.25,debit
6488,2015-08-21,DD,VIRGIN MEDIA PYMTS,27.78,,8792.59,Bills,Nottingham,UK,27.78,debit
6489,2015-08-21,BP,SAVE THE CHANGE,0.52,,8820.37,Savings,Swansea,UK,0.52,debit
6490,2015-08-20,DEB,Amazon UK Marketpl,7.99,,8820.89,Amazon,Swansea,UK,7.99,debit
6491,2015-08-20,DEB,Amazon UK Retail,3.49,,8828.88,Amazon,Swansea,UK,3.49,debit
6492,2015-08-20,BP,SAVE THE CHANGE,0.8,,8832.37,Savings,Swansea,UK,0.8,debit
6493,2015-08-19,DEB,Amazon UK Marketpl,9.2,,8833.17,Amazon,Swansea,UK,9.2,debit
6494,2015-08-19,BP,SAVE THE CHANGE,0.78,,8842.37,Savings,Swansea,UK,0.78,debit
6495,2015-08-18,DEB,Amazon UK Marketpl,13.25,,8843.15,Amazon,Swansea,UK,13.25,debit
6496,2015-08-18,DEB,Amazon UK Marketpl,8.98,,8856.4,Amazon,Swansea,UK,8.98,debit
6497,2015-08-18,DEB,Amazon Svcs Europe,5.99,,8865.38,Amazon,Swansea,UK,5.99,debit
6498,2015-08-18,BP,SAVE THE CHANGE,2.37,,8871.37,Savings,Swansea,UK,2.37,debit
